GENE	ENSG	STRAND	CHROM	START	STOP
BOLA2B	ENSG00000169627	-1	16	30204255	30205627
CALML4	ENSG00000129007	-1	15	68483043	68498417
MYL6	ENSG00000092841	1	12	56551945	56557280
TTC12	ENSG00000149292	1	11	113185251	113254266
FTSJ3	ENSG00000108592	-1	17	61896793	61907372
RP11-424I3.1	ENSG00000271249	-1	3	109420303	109421065
LPGAT1	ENSG00000123684	-1	1	211916799	212004114
DCTD	ENSG00000129187	-1	4	183811213	183839089
RP11-457K10.2	ENSG00000214380	-1	3	109634823	109635787
TCEB1P32	ENSG00000257465	-1	12	117683356	117683969
ZNF736P2Y	ENSG00000226270	1	Y	26829804	26831082
RP11-227B21.2	ENSG00000255686	1	12	117890817	117894791
SLC1A7	ENSG00000162383	-1	1	53552855	53608289
RP11-465L8.1	ENSG00000256071	1	12	118327259	118328813
TRIM60P11Y	ENSG00000227837	1	Y	26837938	26839079
TERF2	ENSG00000132604	-1	16	69389464	69442474
AC026366.1	ENSG00000221280	1	12	118604604	118604676
SOX6	ENSG00000110693	-1	11	15987995	16761138
RPS2P5	ENSG00000240342	1	12	118683877	118684807
ZNF736P1Y	ENSG00000223978	-1	Y	27131348	27132623
OR11H3P	ENSG00000258721	-1	15	22297499	22298480
HIST1H2BE	ENSG00000197697	1	6	26183958	26184454
PNPLA4P1	ENSG00000235451	1	Y	16192955	16198480
RP11-131L12.2	ENSG00000270482	-1	12	118813155	118814080
AC010723.2	ENSG00000266220	-1	Y	16364065	16364171
OR11K1P	ENSG00000259324	-1	15	22318882	22319785
RP11-121J20.1	ENSG00000255714	-1	12	119083120	119086529
PRRT3	ENSG00000163704	-1	3	9987226	9994078
HSPA1B	ENSG00000204388	1	6	31795512	31798031
SPANXN5	ENSG00000204363	-1	X	52825184	52827141
AC010723.1	ENSG00000223517	-1	Y	16388092	16389369
RNU6-1057P	ENSG00000252971	1	17	20193570	20193671
SEC62	ENSG00000008952	1	3	169684423	169716161
RP11-944L7.5	ENSG00000273303	1	3	44607051	44635665
AC005276.1	ENSG00000197462	1	7	125557925	125573886
OR4Q1P	ENSG00000258652	1	15	22332815	22333350
RPL17P37	ENSG00000241590	-1	12	119175769	119176316
TSPAN14	ENSG00000108219	1	10	82213922	82292879
AC003968.1	ENSG00000221418	1	7	125680283	125680354
AC000370.2	ENSG00000241921	1	7	126019024	126064239
TNFSF11	ENSG00000120659	1	13	43136872	43182149
PPEF2	ENSG00000156194	-1	4	76781020	76823724
OR4H6P	ENSG00000261277	1	15	22344660	22345900
FBXL12	ENSG00000127452	-1	19	9920943	9938492
C2CD2	ENSG00000157617	-1	21	43305221	43373999
CRAT	ENSG00000095321	-1	9	131857089	131873468
CCDC144CP	ENSG00000154898	1	17	20224477	20306870
ZNF660	ENSG00000144792	1	3	44619715	44641186
AC000374.1	ENSG00000227249	1	7	126151189	126152933
ARRB2	ENSG00000141480	1	17	4613784	4624794
PCGF5	ENSG00000180628	1	10	92979908	93044088
snoU13	ENSG00000238960	-1	15	22348678	22348778
OR4N3P	ENSG00000259435	1	15	22413569	22414386
IQCJ	ENSG00000214216	1	3	158680717	158984096
XAGE5	ENSG00000171405	1	X	52841228	52847325
RP11-2F9.4	ENSG00000260739	-1	15	22433890	22436177
RP11-2F9.3	ENSG00000223877	-1	15	22440227	22440848
AC000367.1	ENSG00000224981	-1	7	126508821	126510586
NOC3L	ENSG00000173145	-1	10	96075004	96122716
IGHV1OR15-3	ENSG00000271288	-1	15	22466058	22466493
IGHV1OR15-4	ENSG00000270356	-1	15	22482836	22483268
GABRA6	ENSG00000145863	1	5	160974069	161129599
RP11-315D16.2	ENSG00000260007	-1	15	68486139	68522056
RP11-603B24.6	ENSG00000271507	-1	15	22490343	22490685
RIMKLB	ENSG00000166532	1	12	8834196	8935691
MIR1268A	ENSG00000221641	-1	15	22513229	22513280
TOM1L1	ENSG00000141198	1	17	52976748	53039310
RP11-603B24.2	ENSG00000259098	1	15	22546089	22546799
RPLP0	ENSG00000089157	-1	12	120634489	120639038
XRN1	ENSG00000114127	-1	3	142025449	142166904
RP11-603B24.1	ENSG00000258732	1	15	22566922	22570823
RP11-467N20.1	ENSG00000259501	1	15	22646603	22647417
MLLT11	ENSG00000213190	1	1	151030234	151040970
MIR4509-1	ENSG00000263930	-1	15	22675148	22675241
CPT2	ENSG00000157184	1	1	53662101	53679869
FAM20C	ENSG00000177706	1	7	192969	300711
C6orf48	ENSG00000204387	1	6	31802385	31807541
ABCB10P1	ENSG00000259689	-1	15	22691016	22693200
ATP5I	ENSG00000169020	-1	4	666225	668127
TBP	ENSG00000112592	1	6	170863390	170881958
DNAH8	ENSG00000124721	1	6	38683117	38998301
ZNF197	ENSG00000186448	1	3	44626380	44689963
GOLGA8DP	ENSG00000185182	-1	15	22704721	22715604
CLN6	ENSG00000128973	-1	15	68499330	68549549
RP11-1103G16.1	ENSG00000257636	-1	14	30907198	31042835
GNB4	ENSG00000114450	-1	3	179116990	179169378
CYB561A3	ENSG00000162144	-1	11	61116217	61129771
COX7C	ENSG00000127184	1	5	85913721	85916779
SYF2P1	ENSG00000258350	-1	14	31010982	31011394
C6orf132	ENSG00000188112	-1	6	42068856	42110357
ALS2CR11	ENSG00000155754	-1	2	202352148	202483901
RP11-40C11.2	ENSG00000231132	-1	10	53004654	53005566
ZC3HAV1L	ENSG00000146858	-1	7	138710452	138720775
ZPBP2	ENSG00000186075	1	17	38024417	38034149
AC022537.1	ENSG00000266591	1	10	53025085	53025212
MIR605	ENSG00000207813	1	10	53059333	53059415
SLX1A	ENSG00000132207	1	16	30205208	30208882
RP11-539E19.2	ENSG00000235279	1	10	53062326	53066469
FAM216B	ENSG00000179813	1	13	43355686	43365683
RSU1P3	ENSG00000213659	1	10	53079586	53080420
RP11-982M15.6	ENSG00000256050	1	14	105147483	105151269
UBE2CP1	ENSG00000258648	-1	14	31152251	31152804
AC068062.1	ENSG00000216022	-1	10	53399503	53399592
RP11-982M15.5	ENSG00000258858	-1	14	105156428	105157621
RP11-159L20.2	ENSG00000258558	-1	14	31204132	31291908
RP11-148G20.1	ENSG00000228350	1	3	48701209	48706607
RP11-982M15.2	ENSG00000258430	1	14	105235686	105236608
PRKG1-AS1	ENSG00000236671	-1	10	53990502	54073888
ZNF101	ENSG00000181896	1	19	19779605	19794318
RP11-572O6.1	ENSG00000271973	1	3	48709888	48710166
LINC00638	ENSG00000258701	1	14	105287538	105290055
C1orf123	ENSG00000162384	-1	1	53679771	53686289
ZDHHC8	ENSG00000099904	1	22	20116979	20135530
B4GALT4	ENSG00000121578	-1	3	118930579	118959950
PRKAR2A-AS1	ENSG00000224424	1	3	48885005	48889414
INTS7	ENSG00000143493	-1	1	212113741	212208884
ZFX	ENSG00000005889	1	X	24167290	24234372
GPX2	ENSG00000176153	-1	14	65405870	65409531
GGNBP1	ENSG00000204188	1	6	33551515	33556803
CASKIN2	ENSG00000177303	-1	17	73496342	73511664
FSBP	ENSG00000265817	-1	8	95390605	95449180
EMC3	ENSG00000125037	-1	3	10004221	10052800
XAGE3	ENSG00000171402	-1	X	52891557	52897099
PVRL2	ENSG00000130202	1	19	45349432	45392485
RP13-131K19.1	ENSG00000235236	-1	3	49017351	49021418
INSM2	ENSG00000168348	1	14	36003248	36006260
RP13-131K19.2	ENSG00000223343	-1	3	49022482	49027421
GUCA1A	ENSG00000048545	1	6	42123144	42147794
KCNB1	ENSG00000158445	-1	20	47980414	48099184
ZFP57	ENSG00000223852	-1	HSCHR6_MHC_DBB	29640126	29648836
RP13-131K19.7	ENSG00000273211	-1	3	49022918	49023396
PMS2P10	ENSG00000188073	-1	7	74916804	74928928
LARS	ENSG00000133706	-1	5	145492601	145562223
PLXNA3	ENSG00000130827	1	X	153686621	153701989
CR753820.1	ENSG00000268637	-1	HSCHR6_MHC_DBB	31441226	31443933
MIR425	ENSG00000199032	-1	3	49057581	49057667
EFR3B	ENSG00000084710	1	2	25264999	25378243
RP11-63E16.1	ENSG00000240477	1	3	149768516	149769243
RP11-156P1.2	ENSG00000262633	1	17	45000499	45124520
NOL6	ENSG00000165271	-1	9	33461439	33473928
snoU13	ENSG00000243321	-1	3	149795281	149797904
RP11-56G10.2	ENSG00000257386	-1	12	74931925	74932413
AC116165.1	ENSG00000221000	-1	15	22705928	22706010
RN7SL545P	ENSG00000241034	-1	15	22706884	22707162
RAB15	ENSG00000139998	-1	14	65412532	65439494
EPSTI1	ENSG00000133106	-1	13	43460524	43566407
RP11-361A23.1	ENSG00000257323	1	12	75050341	75050640
MIR191	ENSG00000207605	-1	3	49058051	49058142
RPL32P9	ENSG00000241143	1	3	149868325	149868731
ZNF398	ENSG00000197024	1	7	148823508	148880116
RP11-566K19.3	ENSG00000259596	-1	15	22747313	22782336
SESN1	ENSG00000080546	-1	6	109307640	109416022
ZC3HAV1	ENSG00000105939	-1	7	138728266	138794465
RP13-131K19.6	ENSG00000272434	1	3	49066749	49067139
PIGW	ENSG00000184886	1	17	34890847	34895159
RP11-167H9.5	ENSG00000241048	-1	3	149919961	149942977
RN7SL182P	ENSG00000241461	1	3	49120666	49120963
GABPB2	ENSG00000143458	1	1	151043054	151098018
RPRML	ENSG00000179673	-1	17	45055523	45056614
SNORA34	ENSG00000221491	-1	12	49048165	49048301
RP11-167H9.6	ENSG00000244541	1	3	149956306	149957996
MICB	ENSG00000224378	1	HSCHR6_MHC_DBB	31447882	31461098
RP11-232C2.3	ENSG00000258719	-1	14	79161664	79164465
FAM156B	ENSG00000179304	1	X	52920336	52937587
SNORA2A	ENSG00000206612	-1	12	49050431	49050565
RP11-694I15.7	ENSG00000270441	-1	3	49177519	49198284
SNORA2B	ENSG00000207313	-1	12	49061240	49061376
FEM1B	ENSG00000169018	1	15	68570141	68588203
RP11-232C2.2	ENSG00000258874	-1	14	79169958	79176277
PCBD1	ENSG00000166228	-1	10	72642037	72648541
RP11-579D7.2	ENSG00000257653	1	12	49159977	49161106
CYB5B	ENSG00000103018	1	16	69458428	69500169
RP11-232C2.1	ENSG00000258478	-1	14	79210741	79220221
CCNL2	ENSG00000221978	-1	1	1321091	1334708
RP11-483E7.1	ENSG00000243550	-1	3	149983199	150005160
CTD-2243E23.1	ENSG00000258829	-1	14	79538475	79541110
RP11-346D6.4	ENSG00000213657	-1	10	54148872	54149248
RNF151	ENSG00000179580	1	16	2016824	2018976
PTGIS	ENSG00000124212	-1	20	48120411	48184683
Y_RNA	ENSG00000199641	-1	7	74927121	74927222
ZEB1	ENSG00000148516	1	10	31607424	31818742
RP11-588P7.1	ENSG00000258419	1	14	79666325	79667975
ZBTB21	ENSG00000173276	-1	21	43406940	43430496
GALNT4	ENSG00000257594	-1	12	89913185	89920039
RP11-588P7.2	ENSG00000258662	-1	14	79713011	79715366
AC004878.6	ENSG00000205506	1	7	74936533	74944219
PRKRIRP3	ENSG00000227972	1	10	54170895	54173252
FAM105A	ENSG00000145569	1	5	14581884	14615116
LHX5	ENSG00000089116	-1	12	113899839	113910085
RP11-346D6.6	ENSG00000231131	-1	10	54210634	54230293
C3orf36	ENSG00000221972	-1	3	133646992	133648656
RP11-556E13.1	ENSG00000228651	-1	10	54316462	54515169
UBL5	ENSG00000198258	1	19	9938568	9940791
MAGOH	ENSG00000162385	-1	1	53692564	53704282
RORA	ENSG00000069667	-1	15	60780483	61521518
AC000362.1	ENSG00000230820	1	7	126621021	126621832
Y_RNA	ENSG00000201196	1	10	54612367	54612463
RP11-319F12.2	ENSG00000227121	-1	10	54733248	54735575
AC006449.1	ENSG00000269094	-1	17	36884086	36884451
FEM1C	ENSG00000145780	-1	5	114856608	114880591
NOC4L	ENSG00000184967	1	12	132628993	132637013
RNU6-1165P	ENSG00000222051	1	10	103382616	103382722
RP11-190J1.3	ENSG00000224817	-1	10	103464409	103468158
AC145676.2	ENSG00000249852	-1	7	227554	229557
CISD3	ENSG00000230055	1	17	36886488	36891297
KCNIP2-AS1	ENSG00000226009	1	10	103578835	103588536
WWC2	ENSG00000151718	1	4	184020446	184241930
Y_RNA	ENSG00000222430	-1	10	103712362	103712461
AC187652.1	ENSG00000269396	1	7	302918	304070
SLCO2A1	ENSG00000174640	-1	3	133651540	133771028
RP11-302K17.3	ENSG00000224302	-1	10	103845233	103845487
NAIP	ENSG00000249437	-1	5	70264310	70320941
RP11-302K17.4	ENSG00000229629	1	10	103849725	103849819
RP11-392O18.2	ENSG00000271711	-1	3	150329049	150329664
RPS26P49	ENSG00000239365	-1	14	105297175	105297508
TMEM143	ENSG00000161558	-1	19	48835613	48867494
RP11-103G8.2	ENSG00000240137	1	3	150421351	150437933
GGNBP2	ENSG00000005955	1	17	34900737	34946278
PDCD2	ENSG00000071994	-1	6	170884383	170893780
C5orf15	ENSG00000113583	-1	5	133291201	133304478
RPS2P4	ENSG00000196183	-1	14	105302331	105303221
AC006547.14	ENSG00000234409	-1	22	20135950	20138399
PBX2	ENSG00000225987	-1	HSCHR6_MHC_APD	32163854	32169304
ZSCAN5D	ENSG00000267908	1	19	56751773	56758863
MIR4701	ENSG00000264201	-1	12	49165758	49165820
RP11-103G8.1	ENSG00000244668	-1	3	150437784	150438623
CTD-3051D23.1	ENSG00000258811	1	14	105309000	105312253
PDK3	ENSG00000067992	1	X	24483338	24557954
RP11-579D7.4	ENSG00000257660	1	12	49182930	49184318
DOK2	ENSG00000147443	-1	8	21766384	21771371
SIAH2-AS1	ENSG00000244265	1	3	150479724	150480325
SEL1L2	ENSG00000101251	-1	20	13829893	13977089
TBL3	ENSG00000183751	1	16	2022038	2032934
C3orf18	ENSG00000088543	-1	3	50595462	50608458
PDGFA	ENSG00000197461	-1	7	536895	559933
CLRN1-AS1	ENSG00000239265	1	3	150570271	150798513
CALY	ENSG00000130643	-1	10	135138927	135150475
MIR592	ENSG00000207692	-1	7	126698142	126698238
BUB1	ENSG00000169679	-1	2	111395275	111435691
ZNF14	ENSG00000105708	-1	19	19821280	19843906
AC006116.20	ENSG00000267710	1	19	56784138	56821819
AC000099.1	ENSG00000236340	1	7	126855181	126869975
RP11-637O19.3	ENSG00000272162	1	6	10748027	10930656
RP11-166N6.2	ENSG00000243273	1	3	150608423	150756605
AC000110.1	ENSG00000236105	1	7	126935674	126936257
AC000123.4	ENSG00000224138	1	7	126990182	126991577
CDC27	ENSG00000004897	-1	17	45195069	45266788
COX14	ENSG00000178449	1	12	50505762	50514240
AC000124.1	ENSG00000226770	1	7	127116937	127125858
KLHL31	ENSG00000124743	-1	6	53512699	53530506
TOMM40	ENSG00000130204	1	19	45393826	45406946
SNORD112	ENSG00000253068	1	10	103862019	103862089
AL160011.1	ENSG00000251989	1	10	104020987	104021063
ZNF736P5Y	ENSG00000230819	-1	Y	27164646	27165450
ZNF532	ENSG00000074657	1	18	56529832	56653712
MIR146B	ENSG00000202569	1	10	104196269	104196341
RP11-579D7.8	ENSG00000271547	-1	12	49194359	49194869
RTN4R	ENSG00000040608	-1	22	20228938	20270769
Y_RNA	ENSG00000207467	1	12	49203694	49203799
RNU6-600P	ENSG00000199394	-1	12	49285913	49286011
HLA-F	ENSG00000235220	1	HSCHR6_MHC_DBB	29688037	29703789
ESYT3	ENSG00000158220	1	3	138153428	138200528
RP11-302B13.1	ENSG00000239617	-1	12	49297201	49297596
RP11-18I14.10	ENSG00000269609	1	10	104209574	104220863
Y_RNA	ENSG00000201678	-1	12	49321722	49321816
SLC30A6	ENSG00000152683	1	2	32390933	32449448
TSN	ENSG00000211460	1	2	122494679	122525429
HIST1H4D	ENSG00000188987	-1	6	26188938	26189304
PIH1D2	ENSG00000262740	-1	HG388_HG400_PATCH	111934733	111944997
DNAJC15	ENSG00000120675	1	13	43597339	43683045
ZNF506	ENSG00000081665	-1	19	19896648	19932560
KIAA1429	ENSG00000164944	-1	8	95499921	95565757
TTTY4C	ENSG00000228296	-1	Y	27209230	27246039
SULT1A3	ENSG00000261052	1	16	30205754	30215631
TICAM2	ENSG00000243414	-1	5	114914339	114961876
ZNF582	ENSG00000018869	-1	19	56887413	56904914
RP11-242P2.2	ENSG00000259106	-1	14	80077761	80099654
RP11-242P2.1	ENSG00000258637	-1	14	80128009	80257606
TIGD5	ENSG00000179886	1	8	144680074	144682485
HIST1H3D	ENSG00000197409	-1	6	26197068	26199521
RP11-114O13.1	ENSG00000243855	1	14	31260304	31260695
RP11-566K19.4	ENSG00000259184	-1	15	22751742	22752819
PDE11A	ENSG00000128655	-1	2	178487980	178973066
RP11-829H16.1	ENSG00000240513	1	14	31288920	31289120
RP11-526N18.1	ENSG00000258416	-1	14	80359423	80440512
C6orf10	ENSG00000232106	-1	HSCHR6_MHC_SSTO	32267412	32346296
FETUB	ENSG00000090512	1	3	186353758	186370930
ELMO2P1	ENSG00000259400	-1	15	22777713	22789974
UNC5B	ENSG00000107731	1	10	72972327	73062621
RP11-829H16.2	ENSG00000213867	1	14	31290625	31291049
DTNA	ENSG00000134769	1	18	32073254	32471808
DIO2-AS1	ENSG00000258766	1	14	80677762	80921812
RBM19	ENSG00000122965	-1	12	114254543	114404176
RP11-829H16.3	ENSG00000258525	-1	14	31345385	31359014
RP11-566K19.6	ENSG00000259344	-1	15	23095170	23115256
RP11-757H14.2	ENSG00000258452	1	14	81288868	81289140
ITPR3	ENSG00000096433	1	6	33588142	33664351
PTCHD4	ENSG00000244694	-1	6	47845764	48036425
RP11-114N19.2	ENSG00000258915	1	14	81448332	81449982
AP001781.1	ENSG00000264197	1	HG388_HG400_PATCH	111620189	111620258
RPL17P3	ENSG00000271705	-1	14	81467510	81468130
SCHIP1	ENSG00000151967	1	3	159557650	159615149
PCGF2	ENSG00000056661	-1	17	36890150	36906070
RP11-114N19.5	ENSG00000271656	-1	14	81469669	81469989
RP11-108O10.2	ENSG00000262083	-1	HG388_HG400_PATCH	111639392	111649074
ZNF736P4Y	ENSG00000236379	1	Y	27314746	27315988
MAK	ENSG00000111837	-1	6	10762956	10838764
NMNAT1P1	ENSG00000259167	1	14	81498873	81499748
HIGD1AP17	ENSG00000258886	1	14	31433553	31433828
RP11-566K19.5	ENSG00000259425	1	15	23096869	23105332
RP11-114N19.3	ENSG00000258999	-1	14	81573377	81636758
ALG9-IT1	ENSG00000263261	-1	HG388_HG400_PATCH	111687938	111699936
MIR624	ENSG00000207952	-1	14	31483852	31483948
GPR55	ENSG00000135898	-1	2	231772033	231825781
SNORA79	ENSG00000221303	-1	14	81669039	81669178
GNG5P3	ENSG00000263274	1	HG388_HG400_PATCH	111734977	111735183
RP11-829H16.5	ENSG00000258968	1	14	31487652	31488002
MYL5	ENSG00000215375	1	4	667369	675822
DYNLL1P1	ENSG00000205579	-1	14	81712638	81712907
PYCRL	ENSG00000104524	-1	8	144686083	144691943
C1orf63	ENSG00000117616	-1	1	25568728	25664704
RPL21P5	ENSG00000258640	-1	14	31580775	31581445
PCYT1B	ENSG00000102230	-1	X	24576204	24690794
RPL37AP8	ENSG00000262958	-1	HG388_HG400_PATCH	111759922	111760194
UMODL1	ENSG00000177398	1	21	43483068	43563563
ENOX1	ENSG00000120658	-1	13	43787654	44361044
TTTY17C	ENSG00000223641	-1	Y	27329790	27330920
5S_rRNA	ENSG00000261954	1	HG388_HG400_PATCH	111799123	111799231
UNGP3	ENSG00000270343	-1	14	81725909	81726583
RP11-26F2.2	ENSG00000270628	1	15	23116383	23116940
RNU6-541P	ENSG00000207440	1	14	31612145	31612254
Y_RNA	ENSG00000202402	1	14	31713967	31714067
RP11-708L7.7	ENSG00000262129	-1	HG388_HG400_PATCH	111816367	111817615
RP11-299L17.1	ENSG00000242163	-1	14	81799305	81799705
CERS5	ENSG00000139624	-1	12	50523575	50561288
RBMY2YP	ENSG00000227633	1	Y	27412731	27419678
RP11-596D21.1	ENSG00000257831	1	14	31717834	31771945
RP11-26F2.1	ENSG00000259480	-1	15	23128188	23145997
PPIHP1	ENSG00000262501	-1	HG388_HG400_PATCH	111900558	111901090
SYNGR4	ENSG00000105467	1	19	48867652	48879633
RP11-299L17.4	ENSG00000258605	1	14	81879314	81879583
Y_RNA	ENSG00000199291	-1	14	31727814	31727915
PRAP1	ENSG00000165828	1	10	135160650	135166187
U6	ENSG00000262805	-1	HG388_HG400_PATCH	111903222	111903321
AL136418.1	ENSG00000263784	1	14	31779519	31779590
RP11-299L17.3	ENSG00000258675	-1	14	81908331	81916501
CTD-2213F21.2	ENSG00000250365	1	14	31889492	31922089
AC138649.1	ENSG00000230856	-1	15	23157871	23158157
DGCR6L	ENSG00000128185	-1	22	20301799	20307603
HIST1H2AD	ENSG00000196866	-1	6	26199079	26199471
RP11-799P8.1	ENSG00000258977	-1	14	82071691	82089405
CCKAR	ENSG00000163394	-1	4	26483022	26492084
ZNF583	ENSG00000198440	1	19	56909335	56947404
RP11-1180F24.1	ENSG00000259174	1	15	23181938	23182642
RP11-226P1.3	ENSG00000258841	1	14	82127772	82129218
ELOVL3	ENSG00000119915	1	10	103986085	103989346
WHAMMP3	ENSG00000187667	-1	15	23187728	23208737
SPATA3	ENSG00000173699	1	2	231860836	231889770
VDAC1	ENSG00000213585	-1	5	133307606	133340824
LRP8	ENSG00000157193	-1	1	53711217	53793742
RN7SL495P	ENSG00000244736	1	15	23263708	23263986
AC091565.1	ENSG00000239124	1	15	23264866	23264948
A2ML1	ENSG00000166535	1	12	8975068	9039597
RP1-24O22.5	ENSG00000271530	1	6	95124	95454
C11orf58	ENSG00000110696	1	11	16634679	16778428
PIK3R4	ENSG00000196455	-1	3	130397779	130465673
OR4F1P	ENSG00000220212	-1	6	105919	106856
CHAT	ENSG00000070748	1	10	50817141	50901925
PITX3	ENSG00000107859	-1	10	103989943	104001231
SEMA6C	ENSG00000143434	-1	1	151104161	151119104
LINC00266-3	ENSG00000170590	-1	6	131910	144885
CICP18	ENSG00000217929	-1	6	142272	145083
EOGT	ENSG00000163378	-1	3	69024365	69063112
TMED7-TICAM2	ENSG00000251201	-1	5	114914339	114961858
AC073934.6	ENSG00000240790	-1	7	127284739	127292066
HERC2P2	ENSG00000140181	-1	15	23282281	23378228
RP3-416J7.1	ENSG00000218577	-1	6	167607	170631
RP11-20L24.1	ENSG00000240579	-1	7	127497905	127498541
GPSM3	ENSG00000237052	-1	HSCHR6_MHC_APD	32169884	32174641
RYK	ENSG00000163785	-1	3	133784147	133969689
SLC35E3	ENSG00000175782	1	12	69139886	69187508
PISD	ENSG00000241878	-1	22	32014477	32058418
RP3-416J7.4	ENSG00000263667	-1	6	181466	205484
MIR593	ENSG00000207588	1	7	127721913	127722012
AC004878.3	ENSG00000198632	-1	7	74945134	74957275
MIR129-1	ENSG00000207705	1	7	127847924	127847996
HECTD2	ENSG00000165338	1	10	93170096	93274586
RP11-62J1.4	ENSG00000272915	-1	7	127904579	127904942
DTL	ENSG00000143476	1	1	212208919	212280742
GALNT9	ENSG00000182870	-1	12	132680924	132905935
RP3-416J7.5	ENSG00000205653	1	6	203313	206392
AC018635.1	ENSG00000221429	1	7	127930057	127930144
CCDC122	ENSG00000151773	-1	13	44398045	44453827
RP11-62J1.3	ENSG00000242261	1	7	127946702	127947731
BTNL2	ENSG00000224242	-1	HSCHR6_MHC_SSTO	32367231	32381497
CTD-2021H9.3	ENSG00000258053	-1	12	71441182	71512027
RP1-20B11.2	ENSG00000230433	1	6	524171	525581
CTD-3051D23.4	ENSG00000258593	-1	14	105324129	105325173
RNU7-27P	ENSG00000238750	1	7	127984135	127984196
Y_RNA	ENSG00000202178	-1	7	74955146	74955247
RALGAPA1	ENSG00000174373	-1	14	36007558	36278510
PIN1	ENSG00000127445	1	19	9945933	9960358
CTD-3051D23.3	ENSG00000259067	1	14	105370679	105371541
TMEM138	ENSG00000149483	1	11	61129473	61136981
AC006014.10	ENSG00000205505	1	7	74966356	74974606
RP11-532F6.2	ENSG00000219712	-1	6	669081	670307
PTPRCAP	ENSG00000213402	-1	11	67202981	67205538
RP1-139D8.6	ENSG00000214732	1	6	42123279	42131156
SNRPEP8	ENSG00000231399	1	10	54798045	54798304
RP11-44N21.1	ENSG00000257556	1	14	105559946	105565341
RP11-71J2.1	ENSG00000226296	-1	10	55050832	55070825
RP11-532F6.3	ENSG00000272463	-1	6	708592	711405
RNA5SP318	ENSG00000252161	1	10	55217957	55218048
RP11-44N21.2	ENSG00000258154	-1	14	105579027	105579201
SEC11C	ENSG00000166562	1	18	56806709	56826068
RP11-449J3.3	ENSG00000233805	1	10	55526160	55526374
RP11-44N21.4	ENSG00000257622	-1	14	105618531	105647531
RP11-532F6.4	ENSG00000271727	1	6	711533	750729
AC013737.1	ENSG00000263921	-1	10	56107723	56107774
TMED7	ENSG00000134970	-1	5	114949205	114968689
RNU6-687P	ENSG00000252252	-1	10	56212183	56212271
snoU13	ENSG00000238395	-1	12	49354521	49354619
RP11-532F6.5	ENSG00000271911	1	6	761675	780648
RNU6-940P	ENSG00000200303	1	12	49369326	49369429
RP11-257I14.1	ENSG00000234173	1	10	56245990	56415811
RPS20P33	ENSG00000242085	1	14	105840955	105841308
ANKRD18B	ENSG00000230453	1	9	33524392	33573007
ITGA11	ENSG00000137809	-1	15	68594050	68724501
RP11-386G11.3	ENSG00000258283	1	12	49388933	49390117
RP11-284J1.1	ENSG00000272485	-1	6	774747	780214
PPP2R4	ENSG00000119383	1	9	131873229	131911225
RP5-1077H22.2	ENSG00000260982	-1	6	905462	909594
RP11-386G11.5	ENSG00000257913	1	12	49392150	49412988
NEFMP1	ENSG00000224697	1	10	56359438	56360443
GBF1	ENSG00000107862	1	10	104005289	104142656
RP5-1077H22.1	ENSG00000229796	-1	6	958563	962511
MIR548F1	ENSG00000221594	-1	10	56367634	56367717
RP11-3B7.7	ENSG00000270538	-1	3	49289562	49289697
RP11-18I14.11	ENSG00000273262	1	10	104242796	104243316
RP11-264A11.1	ENSG00000236958	-1	10	56624434	56628882
Y_RNA	ENSG00000199546	1	3	49307565	49307672
RP5-856G1.1	ENSG00000270937	-1	6	1026729	1027460
